All ingredients in cryoprotective solution,DMSO usage,Cooling rate,Viability,Recovery,Doubling time,Comments about method,Comments about results,Source (DOI link),Protective protein type,Protective protein concentration,Non-reducing sugar type,Non-reducing sugar concentration,PEG weight,PEG concentration,Alternative CPA type,Alternative CPA concentration,Basal medium,DMSO_pct,Ethylene_Glycol_pct,Ethylene_Glycol_mM,Propylene_Glycol_pct,Glycerol_pct,Trehalose_mM,Sucrose_mM,Glucose_mM,Mannitol_mM,Raffinose_mM,FBS_pct,FCS_pct,Human_Serum_pct,HSA_pct,BSA_pct,Albumin_pct,PVP_pct,PEG_pct,HES_pct,Dextran_pct,Ficoll_pct,Taurine_mM,Ectoine_pct,Proline_pct,Isoleucine_mM,Creatine_mM,Methylcellulose_pct,ROCKi_uM,S1P_uM,Polyampholyte_mgml,COOH_PLL_pct,Sericin_pct,Betaine_pct,cooling_min_rate_C_per_min,cooling_max_rate_C_per_min,cooling_avg_rate_C_per_min,cooling_method,cooling_controlled,Viability_numeric,Recovery_numeric
"Sucrose 300 mM, Mannitol 250 mM, Creatine 0 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,15%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.15
"Sucrose 150 mM, Mannitol 188 mM, Creatine 19 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,26%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.26
"Sucrose 225 mM, Mannitol 250 mM, Creatine 3 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,19%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.19
"Sucrose 225 mM, Glycerol 684 mM, Creatine 0 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,94%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.94
"Sucrose 300 mM, Glycerol 342 mM, Creatine 0 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,78%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.78
"Sucrose 300 mM, Glycerol 342 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,102%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,1.02
"Sucrose 300 mM, Glycerol 0 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,78%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.78
"Sucrose 300 mM, Glycerol 171 mM, Creatine 19 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,59%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.59
"Sucrose 0 mM, Glycerol 684 mM, Creatine 19 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,64%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.64
"Sucrose 75 mM, Glycerol 68 mM, Creatine 19 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,53%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.53
"Sucrose 30 mM, Glycerol 171 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,36%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.36
"Sucrose 50 mM, Glycerol 68 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,38%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.38
"Sucrose 75 mM, Glycerol 684 mM, Creatine 3 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,67%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.67
"Sucrose 0 mM, Glycerol 684 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,76%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.76
"Sucrose 150 mM, Glycerol 513 mM, Creatine 0 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,68%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.68
"Sucrose 30 mM, Glycerol 68 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,31%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.31
"Sucrose 225 mM, Glycerol 513 mM, Creatine 6 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,44%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.44
"Sucrose 75 mM, Glycerol 684 mM, Creatine 13 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,46%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.46
"Sucrose 0 mM, Glycerol 754 mM, Creatine 24 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,113%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,1.13
"Sucrose 50 mM, Glycerol 513 mM, Creatine 0 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,110%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,1.1
"Sucrose 225 mM, Glycerol 342 mM, Creatine 13 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,55%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.55
"Sucrose 300 mM, Glycerol 513 mM, Creatine 3 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,54%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.54
"Sucrose 150 mM, Glycerol 684 mM, Creatine 3 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,43%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.43
"Sucrose 0 mM, Glycerol 171 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,58%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.58
"Sucrose 150 mM, Glycerol 684 mM, Creatine 0 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,54%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.54
"Sucrose 0 mM, Glycerol 68 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,33%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.33
"Sucrose 150 mM, Glycerol 342 mM, Creatine 6 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,30%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.3
"Sucrose 30 mM, Glycerol 684 mM, Creatine 19 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,45%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.45
"Sucrose 0 mM, Glycerol 68 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,21%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.21
"Sucrose 30 mM, Glycerol 171 mM, Creatine 13 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,39%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.39
"Sucrose 150 mM, Glycerol 68 mM, Creatine 13 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,68%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.68
"Sucrose 30 mM, Glycerol 684 mM, Creatine 19 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,43%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.43
"Sucrose 30 mM, Glycerol 171 mM, Creatine 25 mM",0%,"1. Starting temp 20°C
2.-10°C/min to 0°C
3. Hold at 0°C for 15 min
4.-1°C/min to-8°C
5.-50°C/min to-45°C
6. +15°C/min to-12°C
7.-3°C/min to-100°C",Not mentioned ,41%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,15.8,controlled_rate,1,,0.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
PEG 400 (10 wt% in DMEM）,"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,5%,Not mentioned ,"Trypan blue and CCK-8 assay was utilized to quantify cell viability and cytotoxicity. Alizarin Red staining, Oil Red O staining, and Alcian Blue staining were employed to confirm the ability of osteogenic differentiation, adipogenic differentiation, chondrogenic differentiation respectively.","The result showed the 2h pretreatment of 400KDa-600KDa PEG and 0h pretreatment of middle range of molecular weight of PEG (1K, 1.5K, 5K Da) can improve the recovery rate of MSCs in cryoprotectant.",https://doi.org/10.1186/s40824-023-00356-z,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.05
PEG 600 (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,5%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.05
PEG 1K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,35%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.35
PEG 1.5K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,48%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.48
PEG 5K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,55%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.55
PEG 10K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,28%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.28
PEG 20K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,22%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.22
DMSO 10% in DMEM (control),10%,1°C/min  to −80°C and then stored in a liquid nitrogen tank,25%,70 ± 2.8%,Not mentioned ,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.25,0.027999999999999997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
PEG 400 (10 wt% in DMEM）,"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,50%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.5
PEG 600 (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,50%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.5
PEG 1K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,30%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.3
PEG 1.5K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,20%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.2
PEG 5K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,10%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.1
PEG 10K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,5%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.05
PEG 20K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,3%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.03
DMSO 10% in DMEM (control),10%,1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,70 ± 2.8%,Not mentioned ,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.027999999999999997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
PEG 400 (10 wt% in DMEM）,"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,20%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.2
PEG 600 (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,10%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.1
PEG 1K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,8%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.08
PEG 1.5K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,5%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.05
PEG 5K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,5%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.05
PEG 10K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,3%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.03
PEG 20K (10 wt% in DMEM),"0
",1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,2%,Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.02
DMSO 10% in DMEM (control),10%,1°C/min  to −80°C and then stored in a liquid nitrogen tank,Not mentioned ,70 ± 2.8%,Not mentioned ,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,slow_freeze,0,,0.027999999999999997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
10% DMSO + 2%FBS (control),10%,"Uncontrolled-rate freezing (placed at −20°C for 1–1.5 h, then −80°C)",65%,Not mentioned ,65–75h,,,https://doi.org/10.3390/biom12050610,,,,,,,,,,0.1,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,passive_cooling,0,0.65,
5% DMSO + 2%FBS,5%,"Uncontrolled-rate freezing (placed at −20°C for 1–1.5 h, then −80°C)",63%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.05,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,passive_cooling,0,0.63,
3% DMSO + 2%FBS,3%,"Uncontrolled-rate freezing (placed at −20°C for 1–1.5 h, then −80°C)",67%,Not mentioned ,130–140h,,,,,,,,,,,,,0.03,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,passive_cooling,0,0.67,
5% DMSO + 0.1% HMW-HA + 2%FBS,5%,"Uncontrolled-rate freezing (placed at −20°C for 1–1.5 h, then −80°C)",75%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.05,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,passive_cooling,0,0.75,
5% DMSO + 0.2% HMW-HA + 2%FBS,5%,"Uncontrolled-rate freezing (placed at −20°C for 1–1.5 h, then −80°C)",70%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.05,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,passive_cooling,0,0.7,
3% DMSO + 0.1% HMW-HA + 2%FBS,3%,"Uncontrolled-rate freezing (placed at −20°C for 1–1.5 h, then −80°C)",70%,Not mentioned ,60–70h,,,,,,,,,,,,,0.03,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,passive_cooling,0,0.7,
3% DMSO + 0.2% HMW-HA + FBS,3%,"Uncontrolled-rate freezing (placed at −20°C for 1–1.5 h, then −80°C)",78%,Not mentioned ,Not mentioned ,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,passive_cooling,0,0.78,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,0,,
PBS + 0.1% methylcellulose + 1% proline + 1% ectoin,0%,1°C/min  to −150°C,68 ± 14%,24 ± 17% (48h),Not mentioned ,Viability testing and adipogenic differentiation ability were tested by Trypan Blue dye and Oil red O staining respectively,"The result showed the optimal non-commercial DMSO-free cryoprotectant protocol is PBS + 0.1% methylcellulose + 1% proline + 1% ectoin, Moreover, a combination of two compatible solutes is more effective than the single molecules alone.",https://doi.org/10.1016/j.cryobiol.2011.05.002,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.1,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.14,0.17
PBS + 0.1% methylcellulose + 1% proline + 1% ectoin,0%,5°C/min  to −150°C,76 ± 5%,64 ± 2% (48h),Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.1,,,,,,,5.0,5.0,5.0,slow_freeze,0,0.05,0.02
PBS + 0.1% methylcellulose + 1% proline + 1% ectoin,0%,10°C/min  to −150°C,66 ± 3%,47 ± 13% (48h),Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.1,,,,,,,10.0,10.0,10.0,slow_freeze,0,0.03,0.13
PBS + 0.1% methylcellulose + 1% proline + 10% ectoin,0%,1°C/min  to −150°C,62 ± 7%,52 ± 18% (48h),Not mentioned ,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.1,,,,,,,1.0,1.0,1.0,slow_freeze,0,0.07,0.18
